instance,region,score
m6idn.16xlarge,us-east-2,0.03196254489816021
c7gn.8xlarge,ap-northeast-1,0.0319522276526784
x2idn.32xlarge,us-east-1,0.03170960558637699
c7g.12xlarge,ap-northeast-1,0.03168057513072763
c6id.8xlarge,ap-southeast-2,0.03167178562324536
r7a.8xlarge,us-west-2,0.03166751812478725
r3.4xlarge,us-east-1,0.03162763492820769
i4i.24xlarge,eu-central-1,0.03124975246469524
r6a.24xlarge,eu-central-1,0.031216829911634013
r6g.12xlarge,us-east-1,0.031182387610929917
r6idn.32xlarge,eu-central-1,0.031132559984210387
m5ad.8xlarge,eu-west-1,0.031123116988163824
x2iedn.8xlarge,eu-west-1,0.03103947336662744
m7i.metal-24xl,ap-northeast-1,0.03096688237862435
c6a.8xlarge,ap-northeast-1,0.030916466361783697
m6g.16xlarge,us-east-1,0.03072603239276151
d3.4xlarge,ap-southeast-2,0.030692380953528452
m7i.48xlarge,ap-northeast-1,0.030691098084833356
c7gn.12xlarge,ap-northeast-1,0.030571898682335178
x2iedn.xlarge,ap-southeast-1,0.030559781728064412
c6in.12xlarge,eu-west-1,0.030538473535749695
c6in.large,ap-south-1,0.03025691136310381
m6i.metal,us-east-2,0.030212763003424972
r6i.metal,eu-west-1,0.03009361840046867
m6i.24xlarge,eu-west-3,0.02999722496410589
r5ad.8xlarge,us-west-2,0.029977509498967835
r6idn.12xlarge,eu-west-1,0.029878692412329436
m6in.12xlarge,ca-central-1,0.029792084584279992
c7a.12xlarge,ap-northeast-1,0.029659905357847283
r6i.metal,ca-central-1,0.02949729135915426
c6gn.16xlarge,us-west-2,0.029354805868347628
g6.xlarge,us-east-1,0.029304125317719008
r5ad.8xlarge,us-east-2,0.029291062099368704
r5b.12xlarge,ap-northeast-2,0.029120270676608592
r5b.large,ca-central-1,0.028892763131754873
r6idn.24xlarge,us-east-2,0.028789914363796607
r8g.8xlarge,us-west-2,0.0287868504349684
inf2.48xlarge,ap-northeast-1,0.028762260835068082
c6a.24xlarge,ap-south-1,0.028718195327163187
r4.16xlarge,us-west-2,0.028609457458164893
m5ad.8xlarge,sa-east-1,0.02857919592585038
inf2.24xlarge,ap-south-1,0.028549387077823604
r5b.4xlarge,ap-southeast-1,0.0284987714424286
m7i.metal-48xl,eu-west-2,0.02831549471864515
m7i-flex.2xlarge,eu-west-1,0.02816025086603538
m6gd.8xlarge,ap-northeast-2,0.028150227791558922
r7g.8xlarge,ca-central-1,0.02812937136203409
x2gd.metal,eu-west-1,0.02786497265376575
c5a.16xlarge,eu-north-1,0.027847464859881436
r5n.metal,eu-central-1,0.02778835062822598
x2iezn.6xlarge,us-east-1,0.02777283754478115
i4i.32xlarge,eu-west-3,0.027664618039236883
c7i.12xlarge,ap-northeast-1,0.0276387824940189
m6a.32xlarge,eu-central-1,0.02760634976017305
r5dn.2xlarge,ap-northeast-2,0.027553898861506176
c7gd.12xlarge,eu-west-1,0.027459471596885568
c6g.metal,eu-west-2,0.02726772981974289
r7i.metal-48xl,eu-central-1,0.02712392092606696
m6idn.12xlarge,ca-central-1,0.027032150570570842
c7i.24xlarge,ap-northeast-1,0.02700181763108806
c5d.24xlarge,eu-west-1,0.026931964769654686
m6a.12xlarge,ap-south-1,0.02688501947624958
m6id.xlarge,ca-central-1,0.026847331436417543
x2gd.8xlarge,us-east-1,0.026816208473612997
r6i.32xlarge,ap-southeast-2,0.02679876657207753
r7i.24xlarge,ap-northeast-2,0.026714054355469617
m6a.24xlarge,ap-southeast-1,0.026696956800270847
m6gd.16xlarge,ap-northeast-2,0.026470658354431152
m8g.metal-24xl,eu-central-1,0.026436326584329744
c6g.8xlarge,ap-northeast-3,0.02637447399042721
m7g.16xlarge,ap-south-1,0.026371812293602897
r5dn.xlarge,us-east-1,0.02636740190246493
r7iz.8xlarge,eu-central-1,0.02633749243942381
r6in.12xlarge,ap-southeast-2,0.0263374300594679
c7gd.8xlarge,ap-northeast-1,0.02624950503505972
r7i.metal-48xl,ap-south-1,0.026017710906835023
m7i-flex.xlarge,eu-west-1,0.02579569989400355
r5b.metal,ap-southeast-1,0.025638665917745076
c7g.metal,eu-central-1,0.025628944334287182
r6id.large,eu-west-2,0.025579048717453805
r7i.8xlarge,us-east-2,0.025524478389385017
m5n.16xlarge,us-west-2,0.02545569542815552
m6in.16xlarge,ap-northeast-1,0.02536409923444875
r6in.32xlarge,ap-southeast-1,0.025311824554939185
r5b.8xlarge,sa-east-1,0.02517306952663123
r7g.metal,eu-north-1,0.02516098335972955
m5d.8xlarge,ap-southeast-1,0.025085725388505994
r5.16xlarge,us-west-1,0.025070072192430102
c5n.4xlarge,ap-south-1,0.024966840180341676
g6.24xlarge,eu-north-1,0.02495940696383639
r5b.xlarge,ap-southeast-1,0.024949312814172727
m6in.12xlarge,us-east-1,0.024890500840078836
c6in.2xlarge,us-east-1,0.02481234048666741
r6gd.xlarge,us-west-2,0.024740832434955243
r5n.4xlarge,eu-west-1,0.02463462785561476
m6in.24xlarge,us-west-1,0.024593029752722692
m7i.metal-48xl,us-west-1,0.02454548821873205
r5b.metal,eu-west-2,0.024538340898510622
im4gn.xlarge,ap-northeast-1,0.02448324211074247
r6id.16xlarge,eu-central-1,0.024422041468890848
r7iz.32xlarge,us-east-2,0.024417785137825245
c6in.8xlarge,us-west-1,0.024390582788242014
r6i.16xlarge,eu-central-1,0.024371753634722722
r7gd.4xlarge,ap-northeast-1,0.0243056138791695
c6in.32xlarge,eu-west-2,0.02430339265874432
r5ad.2xlarge,us-east-1,0.02425192020421942
d3.4xlarge,ca-central-1,0.024228393993387092
m6in.8xlarge,us-east-2,0.024202357240047805
c7gd.metal,ap-southeast-2,0.024129303214586256
m6idn.16xlarge,ap-northeast-1,0.024116253330660444
r6in.metal,us-east-2,0.02409434430147175
c6i.12xlarge,ap-northeast-3,0.02405056494159138
r5.metal,eu-north-1,0.023803505409544286
gr6.8xlarge,ap-south-1,0.023750461720566884
c7i.metal-48xl,sa-east-1,0.023676785458870676
r7gd.8xlarge,eu-west-1,0.02358327813740983
i4g.8xlarge,ap-southeast-1,0.023524117758195327
is4gen.4xlarge,us-west-2,0.023300936008117345
c6gd.16xlarge,sa-east-1,0.023239069226205437
c6in.2xlarge,ap-northeast-1,0.02316627581195459
r7g.8xlarge,eu-west-2,0.023067185787097433
r7i.xlarge,us-east-2,0.02294146141949327
c7a.32xlarge,us-east-2,0.022757883249256955
c6gn.2xlarge,us-west-1,0.02267443494817357
g6e.24xlarge,us-east-1,0.02266912861590873
r5dn.16xlarge,us-west-2,0.022659433868666538
c6g.16xlarge,us-east-2,0.022634500304619203
c8g.xlarge,us-east-1,0.022490805966418705
c6g.metal,ap-northeast-3,0.0224387736994896
m5ad.12xlarge,eu-west-2,0.02228285115015821
g5.4xlarge,eu-west-1,0.022173159654637842
r5ad.12xlarge,ap-northeast-2,0.02214728341938953
r5b.metal,eu-central-1,0.022143097167033856
c6in.2xlarge,sa-east-1,0.02206200664474311
m7i.metal-24xl,ap-southeast-1,0.022047390635854525
r7i.48xlarge,ap-northeast-2,0.021907974289332048
c7i.48xlarge,ca-central-1,0.02187776987021473
m6a.24xlarge,ap-southeast-2,0.021870860239541604
c6in.12xlarge,us-west-1,0.021732239673887137
r7g.12xlarge,eu-north-1,0.02167049616226686
r7iz.8xlarge,us-west-2,0.02154593849735114
d3.4xlarge,us-east-2,0.02132363380616621
c6in.16xlarge,ap-southeast-2,0.021245517153324598
c5n.4xlarge,ap-northeast-2,0.02120849497188776
c5a.12xlarge,ap-northeast-2,0.0211864365526429
c7i.metal-24xl,eu-west-2,0.021168984559257826
r6g.metal,ap-northeast-1,0.021137425133557923
inf2.24xlarge,ap-northeast-1,0.020994630724845646
m7i-flex.8xlarge,eu-west-1,0.020963489683061796
m7a.16xlarge,eu-west-1,0.020958247688219786
im4gn.8xlarge,us-west-2,0.020542333311614803
c6i.16xlarge,eu-north-1,0.020472446726896465
m6in.large,ap-northeast-1,0.020404023676570335
m6idn.16xlarge,us-west-1,0.020387415450839542
c5n.9xlarge,eu-central-1,0.020297753204322283
c7gd.2xlarge,eu-west-1,0.020278256473129568
m6id.12xlarge,ap-northeast-1,0.02025743750284915
g6.24xlarge,eu-central-1,0.020195803485793997
i4i.24xlarge,eu-west-3,0.02009753567215837
c5a.16xlarge,eu-central-1,0.020014826483280294
r5n.24xlarge,eu-west-1,0.020005361169069258
c7i.large,ap-south-1,0.01991297176158014
r6i.xlarge,ap-northeast-3,0.019827875632231113
c6g.12xlarge,eu-west-3,0.01975994883551599
r6in.2xlarge,ap-southeast-1,0.019736938127471616
r5d.24xlarge,eu-west-1,0.01972338709518923
r7gd.16xlarge,eu-west-1,0.019689916591327464
c7a.12xlarge,us-east-2,0.01966423550808276
c6in.24xlarge,ap-southeast-2,0.019616954881729237
m5.metal,us-west-1,0.019608690305245657
m7g.metal,us-west-2,0.019588032986776603
m6idn.12xlarge,eu-north-1,0.019469809373172647
i4i.xlarge,eu-west-3,0.019433685421808993
c5d.12xlarge,ca-central-1,0.019221902684109518
c5ad.16xlarge,ap-southeast-1,0.019202854422739207
m5ad.2xlarge,sa-east-1,0.019073039433212906
is4gen.2xlarge,ap-southeast-1,0.018965801214071716
r6idn.2xlarge,us-west-2,0.01887513047094957
m7gd.metal,ap-southeast-1,0.01882479714903043
c5d.metal,sa-east-1,0.018806668153143212
r6a.4xlarge,ap-northeast-1,0.01878944354327132
g6.12xlarge,ap-southeast-2,0.018543254388142274
c6gn.4xlarge,eu-west-3,0.018475456383216644
m5ad.4xlarge,us-east-2,0.01825994125258826
c6gd.8xlarge,eu-west-3,0.018059834101824525
m6idn.8xlarge,us-east-2,0.0180344544100628
r6in.16xlarge,eu-north-1,0.018016818661293448
m7g.12xlarge,ap-northeast-1,0.017972077808208583
m6a.metal,us-east-2,0.01780645332852688
c6in.large,sa-east-1,0.017791498421138845
i3en.metal,ap-northeast-2,0.01761492260132772
r5d.8xlarge,ap-northeast-2,0.017569490830785427
c6gn.medium,ca-central-1,0.01751624907867271
c6i.32xlarge,us-east-2,0.017514092336248264
c6in.xlarge,sa-east-1,0.017471991121107006
g6.24xlarge,ap-southeast-2,0.017409611979888166
c6gd.xlarge,ap-south-1,0.01728397023580729
r5d.metal,us-east-1,0.017232369896008803
vt1.24xlarge,ap-northeast-1,0.017034575582287426
g5.12xlarge,us-east-1,0.016735729753891395
gr6.4xlarge,us-east-1,0.01670949571895498
m7i-flex.8xlarge,ap-south-1,0.01666128806815731
m5.metal,eu-west-2,0.016602277582578966
m6i.8xlarge,eu-north-1,0.01658753385818852
c7gn.4xlarge,ap-northeast-1,0.016560204739576687
m7a.16xlarge,eu-north-1,0.01655240605193018
r5.16xlarge,ca-central-1,0.016496245476389726
c6i.24xlarge,eu-north-1,0.01629256115014408
m5ad.4xlarge,eu-west-3,0.016281170396587368
m4.10xlarge,ap-southeast-2,0.016158110663367597
m6idn.2xlarge,ca-central-1,0.01595477513445195
r7i.48xlarge,eu-central-1,0.01585912768680612
r6id.32xlarge,ap-south-1,0.015749107813864755
r5ad.12xlarge,sa-east-1,0.015625548257135403
c6id.12xlarge,ap-northeast-1,0.015567394390264229
m7i-flex.xlarge,us-east-1,0.015486050228022987
vt1.6xlarge,us-west-2,0.015475328909351922
c5n.9xlarge,ap-southeast-1,0.01545674475249984
m5ad.8xlarge,ap-northeast-1,0.015438600913268246
m5a.12xlarge,ap-southeast-1,0.015301667387191274
r7i.48xlarge,ap-northeast-1,0.014999806437478821
x2idn.metal,us-east-1,0.014719278830226827
inf2.24xlarge,sa-east-1,0.014678821599869682
i4i.12xlarge,eu-north-1,0.014647219770341306
r5d.24xlarge,ap-south-1,0.014621436314941479
r5ad.8xlarge,eu-west-2,0.014313528608332687
c7g.12xlarge,eu-north-1,0.014265304177661768
i4g.4xlarge,us-west-2,0.014206907055627233
m6g.metal,ap-northeast-3,0.014200779500640956
i4i.8xlarge,ap-northeast-3,0.014138879731711613
is4gen.xlarge,eu-central-1,0.014005095640972116
c6gn.8xlarge,ap-southeast-2,0.013845237770929057
g6.2xlarge,us-west-2,0.013738822519201773
c7gd.8xlarge,ap-south-1,0.013617740782084012
g6.48xlarge,ap-southeast-2,0.013337667616433357
m6a.12xlarge,eu-central-1,0.013121792737556235
r5b.2xlarge,eu-west-2,0.01312043328246776
trn1.2xlarge,us-west-2,0.013116076879617983
c7i.12xlarge,eu-west-1,0.013109353972377901
r6idn.12xlarge,eu-north-1,0.013047307232470494
r6a.2xlarge,ap-northeast-1,0.012857641431115296
c4.4xlarge,ap-northeast-2,0.012761014081994957
r6id.8xlarge,us-east-2,0.012760052086495563
m5ad.12xlarge,eu-west-3,0.012728119888923835
d3en.4xlarge,us-west-2,0.012685409851889711
c7gd.medium,eu-west-1,0.01261866679844891
r6a.32xlarge,eu-central-1,0.012616545538229237
r6idn.metal,eu-north-1,0.01259533026304589
x2gd.8xlarge,us-west-2,0.012478064488654525
r7iz.2xlarge,us-east-2,0.012454457779896783
m7i.8xlarge,ap-southeast-2,0.012361600181522972
c7g.2xlarge,ap-northeast-1,0.012241136567234476
m7g.12xlarge,eu-central-1,0.012221931423290986
c6id.8xlarge,ap-northeast-1,0.012165395426276624
m6id.12xlarge,eu-central-1,0.012118812997816442
r6a.16xlarge,eu-central-1,0.011984651544871404
r5b.2xlarge,eu-north-1,0.011968302182322428
r7gd.metal,ap-southeast-2,0.01193718690985446
m5dn.2xlarge,ap-northeast-1,0.011825565488513498
m7i.24xlarge,ap-south-1,0.01181591233546865
r5ad.2xlarge,ap-northeast-1,0.01179570271174421
r7iz.metal-32xl,eu-west-1,0.011753971795238983
r6a.12xlarge,eu-west-1,0.011706404885636516
m5ad.2xlarge,us-west-2,0.011663341634928269
r5ad.4xlarge,ap-southeast-1,0.011625104530800323
im4gn.4xlarge,eu-west-3,0.011622329696762128
r6i.32xlarge,ap-northeast-3,0.011563508018466057
r7i.metal-24xl,eu-north-1,0.011552316552502509
m6in.4xlarge,eu-west-1,0.011516962569723763
g6.8xlarge,ap-northeast-1,0.011309362831749678
m6a.48xlarge,ap-southeast-1,0.01130852369645819
c7g.4xlarge,ap-northeast-1,0.011111053725918973
r7iz.2xlarge,us-west-2,0.011052411192934649
r6g.metal,us-east-2,0.010934711079893723
m7gd.12xlarge,ap-southeast-2,0.010845660550625734
c7g.metal,ap-northeast-1,0.010715473933647728
c6g.8xlarge,eu-west-3,0.010685022040657322
m6i.24xlarge,eu-west-2,0.010582922636549124
c6gd.12xlarge,ap-northeast-1,0.010553772417578594
r6id.16xlarge,us-east-2,0.010545794626990321
g4dn.metal,ap-southeast-2,0.010537947218400956
c5d.18xlarge,us-east-2,0.010523535150212393
r7g.12xlarge,us-east-2,0.01043382155136567
r5n.8xlarge,eu-west-2,0.010296238343701072
m5a.2xlarge,us-west-2,0.010188091235830936
m7i.metal-24xl,us-west-1,0.010182177977767968
m6a.24xlarge,eu-central-1,0.009952640926813867
i4i.16xlarge,eu-west-1,0.009914559451006952
r8g.metal-48xl,us-east-2,0.009887241075153715
r7a.metal-48xl,us-east-2,0.009842180217521142
r6in.16xlarge,us-west-2,0.009658297720181883
m6g.12xlarge,ap-northeast-1,0.009527931019936728
x2gd.4xlarge,us-east-1,0.009507779507536347
c6i.32xlarge,ap-southeast-2,0.009444727547914008
c5d.12xlarge,ap-northeast-1,0.009416529514828367
c5.24xlarge,eu-west-1,0.009363287363108328
m4.16xlarge,us-east-1,0.009349343536335524
c6gn.4xlarge,us-west-1,0.00933754379587821
m6a.32xlarge,us-west-2,0.009291035524487753
r5ad.24xlarge,ap-northeast-1,0.009212120169775599
r5.24xlarge,ap-southeast-1,0.009198287831195025
c5a.12xlarge,ap-southeast-1,0.009105702501354585
c5a.8xlarge,ap-northeast-2,0.008998630766935599
c6i.16xlarge,ap-southeast-1,0.008905521155730104
m7i-flex.xlarge,ap-northeast-2,0.008899251440579029
m5ad.24xlarge,sa-east-1,0.008886161739388925
c7a.16xlarge,eu-west-1,0.008872209408150592
g6e.4xlarge,us-west-2,0.008827730349286925
c7i-flex.2xlarge,ap-south-1,0.008796025039219097
c7gn.8xlarge,us-west-2,0.008791485655627145
g4dn.4xlarge,us-west-2,0.008709080101141574
m6id.xlarge,sa-east-1,0.008693165992019646
m7a.12xlarge,us-east-2,0.008651085944344236
r8g.2xlarge,us-east-1,0.008624383402898084
c6gd.8xlarge,eu-north-1,0.008617476880465378
r6i.16xlarge,us-east-2,0.00844475126423759
r8g.4xlarge,us-west-2,0.008412293970512545
r7gd.12xlarge,us-west-2,0.00833055827576442
c5.18xlarge,eu-north-1,0.008154834803688116
c6a.48xlarge,ca-central-1,0.008119725033363287
m8g.metal-24xl,us-east-1,0.008084269111414593
c6gd.xlarge,eu-west-1,0.008043523725764452
c5n.metal,us-west-2,0.007965900539460469
r5.large,us-east-2,0.00794659904889282
r7g.16xlarge,us-east-2,0.007946372592874394
c6gd.xlarge,ca-central-1,0.007863072967679732
r7i.24xlarge,ap-southeast-2,0.00776442272163609
r7iz.metal-16xl,ap-northeast-1,0.007650991285405995
m7i-flex.large,us-east-1,0.007553374235638209
g4dn.16xlarge,ap-northeast-2,0.007479209202479245
is4gen.8xlarge,ap-southeast-1,0.007314417950753751
c7gd.large,eu-west-1,0.007260547464155792
m6gd.2xlarge,eu-north-1,0.007209937561704302
c8g.metal-24xl,us-east-2,0.0071968948745476345
m7i-flex.2xlarge,us-west-2,0.007165280467234029
gr6.4xlarge,ap-northeast-1,0.007118214999259817
r6i.32xlarge,ap-south-1,0.007014174160163373
g6.12xlarge,eu-central-1,0.006939852589504967
c6in.2xlarge,ap-southeast-1,0.006936883274886991
c7a.16xlarge,eu-central-1,0.006901781374065279
m6a.16xlarge,us-west-1,0.006856040443294425
c7i-flex.8xlarge,eu-west-2,0.0068513218146505515
c6in.32xlarge,ap-south-1,0.0067888499123100405
m7i.24xlarge,eu-west-2,0.0067872259721474685
c7g.4xlarge,ap-southeast-2,0.0067083418455496525
gr6.8xlarge,ap-southeast-2,0.006666865386641022
c7i.48xlarge,sa-east-1,0.006633300850842695
t4g.2xlarge,eu-west-2,0.006630830428282796
c7gd.8xlarge,us-west-2,0.006621610512713548
g4dn.metal,us-east-2,0.00660545680527116
c6in.8xlarge,eu-west-2,0.0065854661644079385
m5ad.12xlarge,sa-east-1,0.0065636213214407945
c5d.9xlarge,ap-northeast-3,0.006505365330582104
r5a.xlarge,ap-northeast-1,0.006495964196108447
g6.16xlarge,ap-south-1,0.006403973610025505
c7i-flex.xlarge,ap-southeast-2,0.006393228987534282
r6i.16xlarge,eu-west-1,0.006318707813928665
r7a.4xlarge,ap-northeast-1,0.0063044476476580985
g4dn.16xlarge,eu-west-2,0.00628845559003804
c6i.16xlarge,ap-southeast-2,0.006202592768754853
m5dn.metal,us-east-2,0.006196293628421733
m6idn.4xlarge,ap-southeast-2,0.0061950141815762735
m6in.24xlarge,us-east-1,0.006025770200151569
c7a.8xlarge,eu-north-1,0.005932880287782383
r7a.24xlarge,eu-west-1,0.005878983468974903
m6a.metal,eu-central-1,0.005850916940007338
c7gd.4xlarge,ap-south-1,0.005811053193969322
r6in.metal,us-west-2,0.005776119584211092
m5zn.2xlarge,ap-southeast-1,0.005699927662040204
inf2.8xlarge,sa-east-1,0.005678746353939329
r8g.4xlarge,us-east-1,0.005421522437611672
m7i-flex.8xlarge,ca-central-1,0.005400129281744581
c7gd.metal,us-east-2,0.005394576872254947
r6a.xlarge,ap-southeast-2,0.005379794010141493
im4gn.large,us-west-2,0.005367343059907026
g6.8xlarge,us-east-1,0.005298372237633774
i4i.12xlarge,us-east-2,0.005199709237302741
m6in.8xlarge,eu-west-1,0.005193186996594509
r5d.12xlarge,ap-southeast-1,0.005123986400068945
r6in.large,ap-northeast-1,0.0050921538535811965
r6i.12xlarge,eu-central-1,0.005066320038416771
im4gn.xlarge,us-west-2,0.005065903738050679
m6g.metal,us-west-1,0.005049940813464905
r5b.xlarge,eu-west-2,0.005048821605947603
c6i.16xlarge,ap-south-1,0.00502911198162181
c6g.metal,ap-southeast-1,0.005026539795665556
m6a.metal,ap-south-1,0.004905783114156083
c7gd.metal,ap-south-1,0.0048635486756516706
m6g.metal,eu-north-1,0.004729031246655013
m6a.32xlarge,us-west-1,0.004707587857085135
i4i.4xlarge,eu-west-1,0.004701761436799563
g6.4xlarge,eu-central-1,0.004634480111838868
x2iedn.2xlarge,eu-west-1,0.004603094130700456
r5ad.16xlarge,us-west-1,0.004585202049501938
i4i.4xlarge,us-west-2,0.004470746894907264
g4dn.12xlarge,eu-west-3,0.0044639734356602045
c6gd.large,sa-east-1,0.004410909512566358
m6g.12xlarge,us-east-2,0.0043940651285352805
r6g.8xlarge,ap-south-1,0.004329588174915685
m5ad.xlarge,us-west-2,0.004317108195623674
r5d.12xlarge,ap-south-1,0.004264664739104489
c6g.2xlarge,eu-north-1,0.004220362974892505
c7i-flex.large,ap-southeast-2,0.004115189661497433
r6i.16xlarge,eu-west-3,0.004107741313419729
i4i.32xlarge,eu-north-1,0.004077614825079227
c6gd.large,ap-northeast-1,0.004053762655064644
c5n.9xlarge,eu-north-1,0.003995291448800946
r6gd.16xlarge,ap-northeast-1,0.003928597518541649
r6gd.xlarge,ap-southeast-1,0.00392731235851525
m5zn.12xlarge,us-east-1,0.0038676224377184967
m6i.24xlarge,us-east-2,0.0038435546380208986
m5.16xlarge,ca-central-1,0.0037576243354859535
i4i.4xlarge,eu-central-1,0.0037344536942596368
r5dn.8xlarge,ap-northeast-1,0.003688314429449924
m7gd.2xlarge,ap-southeast-2,0.0036639045245021396
m6g.16xlarge,ca-central-1,0.0036639045245021396
r5ad.24xlarge,eu-west-1,0.0036317095352089612
inf2.24xlarge,eu-west-1,0.003624918298592939
c7g.metal,us-west-1,0.003576972419970614
m6in.2xlarge,ca-central-1,0.0035738042200452753
g5.16xlarge,ap-northeast-1,0.003538295695429566
m8g.48xlarge,us-east-1,0.0034828796703871828
r6id.2xlarge,eu-central-1,0.0034526521660323507
c7i.48xlarge,ap-southeast-1,0.0033657775053807697
m6gd.2xlarge,ap-northeast-1,0.0032245336260989586
c6i.16xlarge,eu-west-3,0.0032189902743198317
m7i-flex.8xlarge,us-west-1,0.0031908701751726157
is4gen.xlarge,us-west-2,0.003163141929053821
m6idn.8xlarge,ap-southeast-2,0.003149540271221004
i4i.8xlarge,ap-northeast-2,0.003063963062070412
c6gd.8xlarge,eu-west-2,0.0030501578740517146
m7g.12xlarge,ap-southeast-2,0.0030427505474224332
c6gn.4xlarge,ap-northeast-1,0.0029774830953954276
x2iedn.xlarge,us-west-2,0.002964056523438904
c6id.24xlarge,ap-southeast-2,0.0029413780523848427
r7iz.8xlarge,ap-northeast-1,0.0029286674248057676
r5d.12xlarge,eu-north-1,0.0028958595042703427
g5.2xlarge,eu-central-1,0.0028850674587168404
m7i.8xlarge,us-west-2,0.002710591814663798
m8g.4xlarge,us-east-2,0.0026972988652307008
gr6.4xlarge,ap-southeast-2,0.0026194920495644504
m5a.12xlarge,ap-northeast-2,0.0025376092581699487
m7gd.8xlarge,ap-southeast-1,0.0025372573723325387
m6g.12xlarge,sa-east-1,0.0024416903323227915
c6gn.4xlarge,ap-southeast-1,0.0023822413365880923
m6id.16xlarge,eu-west-1,0.002299265904056764
m6a.4xlarge,ap-south-1,0.0022717568275007908
r5d.12xlarge,ap-northeast-2,0.0022577670959531607
m6i.16xlarge,ca-central-1,0.002238043130186696
c6i.4xlarge,ap-northeast-3,0.002184214792296676
c7a.16xlarge,us-east-2,0.0021567258164408507
g6.48xlarge,eu-west-2,0.0021555133017460855
r5b.8xlarge,us-west-2,0.0021291728563771835
r6a.4xlarge,ap-southeast-2,0.0021001445229790676
m7i.4xlarge,ap-south-1,0.0020809026056742407
c7gd.metal,ap-southeast-1,0.002072474791454171
r7a.2xlarge,us-west-2,0.002053722152210337
c6gd.16xlarge,eu-west-2,0.0019774923341470576
r6id.large,ap-southeast-2,0.0019318635993453308
d3.4xlarge,eu-west-1,0.001889543870007115
c6i.8xlarge,eu-north-1,0.0018893737536306637
m7g.8xlarge,us-west-2,0.0018892518664134837
c5.18xlarge,eu-west-1,0.0018795426955177583
c6gd.16xlarge,ap-southeast-1,0.0018668939774642364
c6g.12xlarge,eu-west-2,0.0018576396002976119
g6.16xlarge,us-west-2,0.0018010010438616498
r5a.4xlarge,ap-northeast-1,0.001791241283339862
m5.metal,ap-south-1,0.0017589884017646178
r6id.large,ap-northeast-1,0.0016883029565362383
r5.16xlarge,eu-west-3,0.0016848655392805
m7g.12xlarge,ap-southeast-1,0.0015428002839427783
c6gn.xlarge,eu-west-3,0.0015070545287301147
r5n.24xlarge,eu-central-1,0.0014364642834497321
c7gn.4xlarge,us-east-2,0.0013321354664641337
c5n.metal,ap-northeast-1,0.0013052037472480694
i4i.12xlarge,eu-west-2,0.0012661314135046795
x2iedn.2xlarge,us-east-1,0.0012262196373478886
g6e.2xlarge,us-east-2,0.0011773277251974808
r7i.48xlarge,ca-central-1,0.001167579391158242
i4i.24xlarge,us-east-2,0.0011202340458425159
m6idn.2xlarge,eu-west-1,0.0010999932577668372
g6.2xlarge,us-east-2,0.001065740291541794
c6a.32xlarge,us-east-2,0.001065740291541794
r6i.8xlarge,ap-southeast-2,0.0009928358098261008
c5.metal,us-west-1,0.0009381788852276786
c7a.2xlarge,ap-northeast-1,0.0008077563460963817
m5.24xlarge,ap-southeast-1,0.0007714998081215684
c6in.4xlarge,ap-southeast-1,0.0007714998081215684
c5ad.12xlarge,eu-west-1,0.0005984781535315549
m5dn.4xlarge,us-west-2,0.0005876653558028447
c7g.16xlarge,eu-central-1,0.00046702617217657166
m7g.16xlarge,us-east-1,0.00032565299779436894
